emotion,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
feliz,-628.0375366,55.03917694,-19.47960472,16.34304047,4.606180668,-18.66626358,-12.7514677,-9.590452194,-11.38363934,-3.522631407,-9.067634583,-4.27522707,-3.571438789
feliz,-574.4163208,29.76950264,-19.77424431,2.434507847,-4.883712292,-17.38784218,-0.892279565,-14.60581684,-2.827766657,-5.894961357,-5.961606026,-4.205563545,-5.18748045
feliz,-532.8062134,74.08623505,-26.8751297,12.42699337,6.105569363,-23.427145,-12.48998451,-0.772256851,-13.6479063,-7.031821251,-7.4456954,-4.640748501,-6.58357048
feliz,-393.7998962,27.79989624,-37.75104904,6.957195282,-7.129397392,-27.31333923,-9.595108986,-24.16355896,-18.87666702,-0.692299068,-16.35071945,-13.40662766,-1.687586546
feliz,-542.7825317,63.89758301,0.532743156,3.815996408,-2.068599463,-0.06199773,-5.115356922,-6.700409412,-11.82675266,-6.255323887,3.344495058,-5.51828146,-4.456058025
feliz,-520.1835938,34.1498909,-37.30420303,-3.533629179,-7.320954323,-20.87621498,-10.1044302,-20.43051338,-18.47787666,3.620259285,-12.83018112,-4.323671341,-10.57392788
feliz,-529.0218506,48.51280594,-17.98703384,11.41393757,-5.141292095,-6.945651531,-16.11048698,-3.950072527,-16.01584435,-2.400331497,1.261632442,-10.38652611,3.66156292
feliz,-575.7245483,36.84482193,-18.23776817,4.278744221,-6.854872227,-20.77130508,-6.428434849,-14.52852249,-2.209715128,-6.738138199,-10.01860619,-3.423154593,-8.567725182
feliz,-525.7619629,59.2941246,-20.55958176,18.96949387,7.564409256,-10.36529827,-3.144469976,0.793150485,-11.3615303,-1.769607067,-3.79019165,-0.974908769,-1.476341963
feliz,-562.0289917,31.59908676,-11.33448696,4.752164364,-6.530576229,-18.11714554,-13.05298328,-15.92754555,-10.3117981,1.095218539,-16.46447563,-6.546394825,0.429876804
feliz,-520.1419678,61.05771637,-17.07187843,5.977679253,2.616733074,-1.108856082,-5.691634655,-7.67935133,-17.25828743,0.569985688,-0.916567504,-8.135457993,6.778402328
feliz,-518.2817993,41.77401733,-17.99054146,16.85257149,-7.468229294,-1.436689973,-6.369873524,-7.687264919,-11.63255787,-0.899864376,2.311975241,-10.26369572,2.088247776
feliz,-514.1120605,6.688281059,-25.51638985,-6.745164871,-15.04038906,-20.84371758,-5.795608044,-20.5738163,-12.53636169,-3.636313915,-16.45981789,-2.820997953,-14.93407822
feliz,-490.64328,65.24765778,-17.16954994,6.823864937,1.48596406,-12.52400875,-14.03133297,-1.133174777,-26.00681114,-8.851848602,7.028728008,-10.02752495,-3.050990105
feliz,-480.5012817,13.87884808,-16.75512886,-7.114037991,-15.44698715,-13.44097042,-9.781665802,-15.33154392,-20.97655869,-1.937091708,-8.16226387,-13.89776707,-6.833815098
feliz,-513.1972656,54.16032791,-19.43299675,7.520986557,7.399841785,-8.747014046,-7.659993172,-6.57540226,-11.4163456,-3.821841955,5.445128918,-3.534297705,0.948035896
feliz,-525.1066284,25.01146698,-29.75644493,-11.0012207,-18.02462959,-22.41640091,-13.06039715,-15.46012306,-14.09698772,-1.591365337,-11.9810667,-1.429864049,-11.23618317
feliz,-459.5272217,45.72871017,-17.21513557,8.540957451,-2.113657475,-5.674768925,-15.91961956,-6.938336849,-15.92818737,-11.1121006,-0.152653739,-11.05208683,-2.376485825
feliz,-507.2319336,20.71112823,-44.83686829,5.463654041,-15.45913696,-18.17937851,-2.947141171,-17.90821648,-9.842372894,-3.171484947,-15.66275215,-3.720851421,-11.69717789
feliz,-393.0853882,51.14069366,-21.48437691,9.295443535,-5.487842083,-2.338031292,-12.98599434,-9.498051643,-7.973413467,-9.99777317,2.463976383,-9.221633911,-6.567174911
feliz,-444.9755554,19.38905907,-30.99426842,6.941170692,-12.59709358,-15.21222687,-2.385138512,-17.61621284,-6.28106308,-2.744210243,-8.985818863,-6.010067463,-6.390284061
feliz,-495.729248,65.58703613,-21.25707626,16.50980568,5.930147171,-20.94576454,-17.04077148,4.513020515,-16.42891502,-1.385527968,-0.197879374,-8.011532784,-3.825440884
feliz,-457.9871216,22.64543533,-50.62668991,10.8726759,-14.83430767,-27.02137184,-0.838415384,-17.20483971,-5.643326759,7.353659153,-11.85638523,-4.398910522,-8.134721756
feliz,-540.4192505,59.31075287,-20.44520569,10.69601059,2.501046896,-23.36891747,-9.779860497,-8.180891991,-12.68924713,-2.716324568,-6.653025627,-6.457523346,-2.906161785
feliz,-506.0783081,29.16329193,-32.24092102,7.22905159,-4.187092304,-19.92617226,3.333408117,-10.56337643,-4.650585175,-1.382620215,-4.020904064,-1.716847539,-1.859231591
feliz,-479.7149353,67.39811707,-39.88534164,12.54681206,11.58983135,-38.66273499,-9.828449249,2.263908148,-15.95615673,-9.009103775,-6.411316395,-2.501937389,-7.541146278
feliz,-375.4200134,37.02094269,-40.33523941,10.41015148,-5.102325439,-30.63064194,-10.30908203,-19.36368942,-19.04919434,0.753182471,-14.51916122,-11.46047211,-2.389823914
feliz,-541.0199585,61.66171646,0.407834768,7.12310791,-0.902895331,-1.610462308,-2.516924143,-3.409123182,-8.582751274,-6.636113644,3.723052263,-4.785202503,-2.842404127
feliz,-448.2824097,28.70345879,-33.76881027,0.498351097,-2.231011629,-18.03287506,-7.016544819,-12.31221962,-12.56272316,6.973233223,-7.165638924,-0.091508962,-3.616078615
feliz,-557.2286987,62.64148712,-23.15547943,13.51992702,-2.166940451,-2.610603571,-16.18400574,-4.65091753,-10.50126266,-3.441053629,5.697039604,-9.709401131,4.356097221
feliz,-475.6128845,27.6164875,-28.82775497,5.286840916,-11.80189514,-19.22992325,-2.13428998,-14.07997227,-3.459422588,-2.42019701,-10.09249783,1.733745456,-8.825447083
feliz,-498.7020874,64.85604095,-26.26588249,15.55318642,5.422488689,-11.52332878,-3.638756752,-1.704328418,-13.56667614,1.670093894,-1.601934791,-3.357287169,-1.758119345
feliz,-531.1212769,40.3334198,-23.29781723,8.391563416,-5.503992558,-20.52861786,-10.81262112,-13.11781693,-10.45797539,3.959793329,-16.24590302,-6.446022034,3.253745794
feliz,-421.5684509,53.84391785,-22.74247932,9.265648842,1.778506517,-6.453654766,-0.780371964,-7.455408573,-14.62253189,2.744874239,0.484920233,-5.472373486,6.119384766
feliz,-494.9244385,43.83876801,-14.30540943,7.762824535,-2.660678387,-6.693404675,-6.420111656,-7.060144424,-12.85358524,-0.395363063,2.033377409,-10.19572544,1.59401834
feliz,-455.7226257,13.9675703,-31.65213394,-2.729536057,-15.86949348,-16.63619423,-7.629096508,-15.66132355,-6.817592621,-5.931677818,-8.877038956,-0.409327358,-11.22709942
feliz,-475.864563,64.20883179,-21.42306137,7.68584013,2.241675615,-14.78630257,-15.23687553,-0.802784979,-23.01912308,-8.005872726,6.288672924,-10.77716541,-1.403136134
feliz,-448.0535278,15.59354019,-23.26000786,-7.494153023,-10.7693119,-16.82950974,-7.263993263,-12.08248234,-24.73247528,0.163980842,-5.020177364,-15.9734869,-6.203672409
feliz,-498.6931458,58.93978882,-21.01436806,10.55086231,6.754745483,-9.37724781,-9.68807888,-8.913384438,-12.23986816,0.685693204,1.530928016,-4.235996723,2.395611763
feliz,-515.8478394,28.64632225,-21.44603729,-3.041921616,-15.13127995,-17.93098068,-9.035108566,-11.80631924,-10.80269623,-5.789096832,-10.93058777,1.276181102,-11.38235664
feliz,-490.1520691,46.20235443,-19.16152,10.26640034,-2.487241983,-8.333300591,-17.38294029,-5.853582382,-20.31151009,-9.100233078,0.472554058,-12.57091427,-2.788750172
feliz,-506.9815979,23.3160553,-40.04171371,6.537883759,-13.78900909,-19.1325531,-2.961067438,-17.48280144,-9.881577492,-2.918479204,-15.39131069,-3.605355263,-10.73851299
feliz,-360.5249634,56.3596344,-21.3660183,10.34305668,-3.679668903,0.094275653,-13.70107269,-7.218147278,-6.988955021,-8.517235756,4.959916592,-6.975099564,-2.675451517
feliz,-477.5162964,24.82729149,-31.43420982,10.09208584,-14.7281599,-13.24365997,-3.388366461,-16.90744209,-6.671307564,-3.634347439,-8.653198242,-6.176315784,-8.124222755
feliz,-479.1936035,65.51796722,-17.28529739,18.22511101,6.227109909,-18.09972191,-13.07780838,1.480294108,-14.59072304,0.700606883,1.925093293,-8.042743683,-2.652310133
feliz,-477.8094177,19.98514938,-47.4744339,8.671448708,-14.32280254,-26.30864716,-1.834829688,-16.9885807,-7.039869308,7.76704216,-15.08149433,-6.436377525,-7.999870777
feliz,-544.5089111,63.95622635,-16.19856262,6.550264359,2.414216518,-19.10972023,-12.25101662,-8.179138184,-11.58888531,-5.004509926,-6.957621574,-5.515094757,-3.459481955
feliz,-511.7889099,27.62676239,-26.70221329,11.49308491,-3.855727911,-15.56541443,3.546744823,-10.96750164,-5.327934742,-2.092857122,-3.91485095,-1.112872362,-0.673735261
feliz,-488.7358398,65.01290131,-34.2455864,9.4949646,13.36165333,-28.72541237,-10.20417786,-2.772368193,-13.8318758,-9.162826538,-7.007479191,-1.233325481,-8.641467094
feliz,-389.2360535,33.12174225,-31.82804489,5.699781895,-5.845564365,-24.94461632,-6.014000893,-19.11426544,-22.31214523,0.870391905,-13.49216843,-11.43190956,-1.102840662
feliz,-534.7617188,61.1211853,2.053715944,10.06381702,-1.971039534,0.275549084,-3.284127712,-4.277436256,-7.495951176,-6.581521511,1.429251432,-3.396328926,-3.859822512
feliz,-454.1308289,29.6025238,-30.49863625,2.02437377,-0.917563677,-18.49691772,-5.957426548,-11.43642807,-15.40341949,7.207090855,-6.387122631,0.301555246,-3.305970192
feliz,-547.1116943,54.36914444,-22.98650551,12.41282177,-4.391088963,-4.613101959,-14.71038342,-4.941465855,-14.04493713,-2.346211672,4.952815533,-11.3055582,3.532941818
feliz,-472.5251465,27.21025276,-33.39665222,6.364798069,-9.49985218,-19.35280991,-2.615955591,-13.23530483,-2.474388838,-0.541213572,-9.42539978,3.096312761,-8.906924248
feliz,-497.3537598,57.71186066,-27.73129272,18.26490593,7.788455009,-11.48287487,-2.376686096,-1.961574197,-12.99214649,3.876403093,-1.214678168,-4.04097271,-3.022058964
feliz,-532.2005615,38.47764587,-21.87472343,7.523767948,-6.752958775,-22.22159958,-8.13446331,-14.35555077,-8.530201912,3.257454157,-15.96156406,-6.573412895,0.52245295
feliz,-423.6787415,51.30197525,-22.84678841,7.915351391,2.030797958,-5.682009697,-4.685797691,-6.356733799,-16.84561157,-0.55507797,0.943368495,-7.485889435,4.663070679
feliz,-488.782074,43.02063751,-17.9554348,10.82706738,-3.268526316,-7.300810814,-5.655412197,-5.716924667,-14.34934807,0.946113646,2.67159152,-10.2062254,5.517485142
feliz,-410.1689453,9.268452644,-30.87770081,-3.081475019,-17.98368454,-16.16333961,-7.390987873,-16.29456139,-5.478985786,-5.068191528,-9.871983528,-1.752225995,-13.2061367
feliz,-469.6465454,60.49899673,-21.92759705,8.146636009,2.149510145,-15.78811359,-15.33213234,-1.184383392,-24.44295502,-7.929685593,6.172856808,-12.20054436,-2.192222595
feliz,-459.6932678,17.2872982,-19.93604279,-6.986361027,-10.39776134,-16.62543488,-9.719861031,-10.50490761,-22.82091713,-3.39998889,-8.499883652,-16.89777374,-7.030626774
feliz,-472.736084,49.35417938,-21.85809898,8.756339073,10.60989857,-12.09386444,-10.17124557,-7.848962307,-15.76794147,-1.019896984,5.690105438,-5.716025352,-1.768194914
feliz,-513.9368286,27.21601486,-22.25911903,-5.591034889,-18.44425964,-18.91290283,-8.149429321,-14.04288578,-10.98574543,-4.442986488,-12.92155933,-0.599101365,-10.38024521
feliz,-458.9834595,44.22194672,-23.7511692,9.087061882,-5.701322079,-8.484036446,-21.73509789,-6.596184731,-19.83909035,-8.206760406,-1.430951238,-10.09960365,-2.321978092
feliz,-518.2642822,16.79744911,-29.85613251,3.714005709,-13.92320347,-15.76026917,-6.579982281,-17.14547348,-10.68975544,-4.755213261,-14.21048164,-4.743709087,-10.76105976
feliz,-357.5727539,56.35812378,-20.07749176,7.301636696,-8.728988647,-2.240633249,-19.42882156,-15.55516911,-9.689376831,-18.41887474,-1.744696498,-7.728114605,-11.60337067
feliz,-475.0394592,13.40781212,-33.18542099,4.996467113,-12.69213581,-18.81590652,-3.885131121,-21.01668167,-6.086570263,-6.662046909,-10.45660019,-6.704610348,-10.75007343
feliz,-502.4187622,67.35895538,-13.5400486,12.49098778,-1.400277257,-20.3904705,-11.62014866,1.70866704,-14.81424904,-3.845921516,1.354837298,-8.185689926,-2.182932854
feliz,-491.6676025,21.74220467,-51.79727936,8.083452225,-13.34334469,-26.50567436,-6.66157341,-19.25686646,-2.561123371,3.892519474,-15.81198597,-5.121357441,-11.49099922
feliz,-557.043457,66.01404572,-21.12217712,14.16499805,1.806806564,-24.9572773,-8.97917366,-2.988644123,-14.95619106,-2.346010447,-5.634093285,-5.898339748,-1.733221769
feliz,-542.8292847,22.09439659,-25.68045998,5.853115559,-4.409743309,-20.67327118,-0.300967753,-15.45284462,-7.398174763,-3.184667587,-6.425620079,-1.591943145,-5.342368126
feliz,-465.870636,73.93684387,-32.37439346,9.36972332,17.02027893,-27.47794914,-13.17546368,-0.413627923,-12.98413372,-11.29546356,-5.061022282,-3.354232788,-8.706428528
feliz,-383.2308655,29.25853157,-31.38893127,5.459473133,-6.216759205,-21.11945343,-9.948683739,-20.42935181,-21.46273422,0.188370124,-12.33090878,-11.0143013,-2.681267023
feliz,-552.3293457,56.86208344,5.436567783,9.979571342,0.642831147,3.937990904,-3.00462532,-7.299275875,-7.637553215,-6.249177933,2.035146236,-1.854410887,-3.508937836
feliz,-459.3138428,31.90416908,-38.58165359,-2.446456194,-5.595387936,-19.28997993,-10.30871201,-18.23545647,-14.56581879,3.490151167,-9.732873917,-1.986289859,-7.28352356
feliz,-527.2111206,47.23038864,-15.39921188,11.11915302,-2.823405981,-7.077086449,-16.10113144,-5.232656002,-15.89265633,0.59043926,-0.526659608,-10.52557087,3.168109179
feliz,-493.3865356,33.69795609,-45.14588928,2.88546133,-13.61133766,-26.92934799,-7.52033186,-20.83727264,-4.201645374,-1.02743268,-12.9742794,3.735450745,-8.064807892
feliz,-494.0442505,61.45570374,-26.02792168,18.37291145,7.115413189,-13.00441074,-6.551754475,-3.710771084,-15.2258997,1.378600001,-3.33617115,-3.665079594,-0.431712836
feliz,-545.4091187,32.85151291,-12.60672092,6.792622566,-5.29349947,-18.72680855,-9.875985146,-12.21531677,-10.71163464,2.635229588,-15.61709309,-5.379425049,3.197492123
feliz,-433.4803162,52.18271255,-17.10368156,8.358620644,0.802859902,-4.005960941,-6.241951466,-6.34649992,-15.71422672,-1.252262712,0.853325546,-7.327346325,5.435871124
feliz,-468.2056274,44.80232239,-14.98647213,11.66507149,1.668764234,-6.303972244,-8.542329788,-7.674909115,-7.905818462,-0.010323249,1.061843991,-8.862278938,3.788969994
feliz,-486.8842773,8.960220337,-23.18172836,0.453383893,-10.336236,-16.37074661,-4.989143848,-15.61613941,-6.054012299,-2.354662418,-12.91068077,0.490933686,-11.40575886
feliz,-462.9824829,61.84433365,-22.58843994,5.369239807,2.148728371,-12.1821537,-15.67988586,-1.280259013,-23.40598679,-4.55948925,5.076042652,-9.527737617,-1.807046175
feliz,-438.9232788,11.27422428,-19.13986397,-9.788028717,-11.61667061,-14.12827301,-9.936840057,-12.07196808,-21.79261017,-1.065985203,-7.73691082,-16.83591652,-6.474018574
feliz,-450.8712769,46.9060173,-23.97003937,8.383732796,6.246275425,-16.25218391,-13.33407784,-4.93932724,-14.52265263,-3.860336542,4.628266335,-8.13672924,0.738635719
feliz,-446.4230347,16.33956337,-28.04421043,-7.196586132,-17.96699333,-18.83701515,-10.16676331,-10.46535683,-10.81742191,-3.096144199,-12.37786007,-1.149707437,-11.39189529
feliz,-473.8649597,49.3555603,-22.83032036,8.363602638,-5.262115479,-5.796022415,-19.70954132,-8.201798439,-20.10487366,-11.07805729,0.140050247,-12.03198814,-3.396359921
feliz,-502.6781616,22.47254372,-36.13948822,5.790904045,-13.41874218,-16.88808632,-5.476212502,-17.45316696,-11.18911362,-2.882136822,-14.59489059,-2.408652067,-11.00253391
feliz,-327.990448,56.73509216,-30.46566963,2.302996397,-9.481321335,-7.835491657,-21.00031281,-9.483389854,-8.871729851,-16.00758553,1.874300718,-6.374409199,-5.924812794
feliz,-450.2497559,17.96821213,-30.34250832,7.456097603,-17.03945732,-15.72037983,-4.992978096,-21.25782776,-4.832038403,-7.341337204,-8.643288612,-8.049258232,-10.54190159
feliz,-487.7965088,66.48249817,-9.397423744,12.5060606,-1.458130836,-17.50354385,-13.22877789,4.741302013,-15.98969173,1.405789852,-0.931116879,-9.258011818,-2.46820116
feliz,-478.1572266,23.15914154,-53.5138092,8.595572472,-13.6177187,-28.35055351,-9.748046875,-18.07780647,-4.003479004,5.136653423,-14.27009201,-3.974635124,-8.775519371
feliz,-545.0684814,59.89214325,-27.08327675,10.13729668,1.989314675,-25.34439087,-15.99174309,-10.44597149,-14.70198822,-4.051174164,-6.9066782,-7.333093166,-1.926218867
feliz,-526.6757813,23.12761497,-27.38516808,6.584829807,-4.009790897,-22.54790688,0.087312341,-14.90446758,-10.1289978,-0.804448962,-6.729308605,-3.056362629,-4.456751347
feliz,-463.2609863,71.22416687,-28.19854736,11.82783222,14.56508636,-29.89841843,-11.88203621,2.060307026,-10.85971832,-11.18839359,-7.778164387,1.075120211,-10.85110092
feliz,-400.768219,34.49103165,-34.37546921,4.225688934,-7.521833897,-22.10167313,-10.19863987,-19.47887611,-23.34356689,0.449929029,-11.91275692,-15.76156616,0.360587984
feliz,-531.5406494,56.17619324,1.900888324,8.747909546,-1.182608485,-0.443995088,-2.329306364,-6.738080978,-9.753137589,-6.85380888,0.987657189,-3.250424623,-3.474062681
feliz,-474.2754822,25.9677639,-36.56215668,-3.804873466,-5.721726894,-20.06294441,-13.1005125,-19.68405914,-17.09273338,5.728236198,-11.84051132,-3.050038338,-6.446209908
feliz,-519.0333862,44.28194046,-18.11336708,11.76271725,-3.24117136,-5.063426018,-17.49248505,-4.311672211,-15.87142277,-1.748522043,1.333769083,-12.06906033,2.397836685
feliz,-500.6529846,30.37617874,-32.03278732,2.554628372,-12.26840305,-24.79813576,-2.356115103,-17.36262131,-3.253449917,-0.915330589,-13.74513054,0.568243027,-7.980456352
feliz,-492.5615845,54.48113632,-29.91330338,18.24388695,7.073943615,-12.25043678,-4.183464527,-4.638150692,-13.90345287,1.871358514,-4.188456535,-4.09831953,-1.707975864
feliz,-520.7572021,31.71832466,-15.40839386,8.540115356,-5.274518013,-20.14933205,-11.56662369,-12.82734394,-10.99614334,2.476314783,-15.43493271,-7.818519592,1.136459231
feliz,-415.9928284,54.78279114,-23.30109596,5.628818989,-1.464298248,-3.972726583,-3.712152243,-10.30564499,-18.38348198,-0.573550284,-2.957760334,-7.733138561,7.299989223
feliz,-476.921875,45.98988342,-17.8750248,13.65835285,-2.546934366,-5.900944233,-10.75892258,-9.344205856,-7.012969494,1.433905721,-0.750905633,-6.486544609,4.023949146
feliz,-433.6589355,6.623128414,-31.93687248,-4.601872444,-17.84975052,-19.34827614,-9.789790154,-17.2726841,-6.64346981,-3.404396057,-12.59923744,-2.204117298,-15.53095436
feliz,-470.2168579,64.90035248,-18.51089668,7.088952541,3.284085274,-11.2633667,-16.04835701,-1.050396442,-21.78662682,-7.541414261,4.105691433,-10.43431759,-2.799490452
feliz,-450.1583557,14.29886532,-18.9598732,-7.55731678,-9.850175858,-14.97071743,-10.21144199,-13.1778059,-21.78814125,-2.434258938,-7.482728481,-15.49715328,-6.354485035
feliz,-457.9412231,52.01010513,-25.72880554,8.722958565,7.728216171,-13.3890934,-11.9518652,-5.883543968,-16.67610931,-2.274058342,3.441729307,-7.640393734,0.299103498
feliz,-509.7608032,18.28540611,-19.09578896,-6.196467876,-16.37893105,-14.05232334,-10.60223961,-12.5012989,-9.159714699,-8.638897896,-7.34031868,-4.190196991,-13.48647881
triste,-680.8498535,60.80420685,-1.956047654,14.20476627,6.827087402,-2.881165743,-2.462922335,-8.663905144,-11.0396452,-4.454039097,-4.258486271,-1.695051432,-0.858214617
triste,-676.1185913,52.61218262,-9.784049988,7.197896481,-6.025457382,-4.527569294,-6.722465992,-10.67618752,-6.112194538,-3.99729228,-4.927114487,-5.51184082,-4.998601913
triste,-657.1575317,75.17430115,-2.79030633,9.624564171,7.000042439,1.427627802,-10.51282406,-5.808781147,-4.077669144,-7.413109303,0.915413082,-5.314665318,-3.869463682
triste,-691.1268311,44.15429688,-0.769536078,9.2536726,-3.78318429,-5.292316437,-4.14210844,-11.63506126,-9.185786247,-7.262245655,-3.666641474,-7.363668442,-6.591631413
triste,-777.5967407,74.77399445,16.9168644,21.83178902,12.4607563,4.511532307,3.780296803,-4.479943275,2.124793768,4.472210884,1.285041571,5.976844788,-0.365859717
triste,-748.2750854,52.65192413,-1.378714085,11.58799076,3.941802979,-4.429444313,-11.34842968,-8.319756508,-3.800776005,0.702011287,-2.975342751,-3.005180836,-3.722975016
triste,-721.9740601,71.64144897,2.274460793,10.94955063,7.731351376,-2.315743208,-4.327161789,-10.99567604,-5.955908775,-2.232604265,-5.077754021,-5.92245245,-0.838127792
triste,-724.1231079,61.61575317,16.32777023,18.99725533,14.18837643,6.534616947,3.95559597,-4.259204388,-0.138900802,-1.091039777,0.875098348,-7.122169495,2.665906906
triste,-804.2479248,74.03578186,12.95650101,24.36616898,19.55875397,11.48870277,1.065105557,-7.816723347,-1.19581759,4.078361034,0.583485544,1.899786711,3.525866985
triste,-624.9790649,57.13231277,3.100151539,14.05480862,7.324998856,-3.784239054,-0.025896512,-12.55736923,-2.141854763,-0.848675251,-4.030422688,-4.939935207,1.766993999
triste,-695.3140259,54.81620407,17.1402874,20.14383125,13.99799252,7.940732956,4.777092934,4.882847786,-2.095911741,2.53964901,5.729459286,0.389012605,-0.031817872
triste,-623.3335571,56.96931458,-10.08853722,5.268781662,1.013079047,-7.02901125,-5.593105793,-11.8448391,-10.42399406,-2.45072341,-6.343034267,-1.912481904,-6.945926666
triste,-715.0870361,73.0463562,16.80987167,14.8100872,11.21273804,4.968830585,0.109620109,-2.681235552,-0.931557894,1.742963076,3.455783606,-0.953578591,3.377717257
triste,-707.6433716,47.25795364,8.621348381,15.9435873,-4.984915733,-4.822399616,-8.331792831,-7.837008953,-4.363516331,-5.522865295,-2.244074583,-2.988547802,-2.697232723
triste,-618.2557983,66.79810333,-0.856735945,14.97165394,12.64822292,-3.86256671,3.347110271,-1.307749987,-2.403488874,1.109971166,-1.280457377,0.262540311,-0.630931735
triste,-672.796814,44.61171341,0.18129383,11.71780396,-3.714226961,-4.868635178,-11.4453001,-8.688589096,-2.259780407,-4.132982731,-8.029988289,-3.326642036,-0.559160531
triste,-608.6343384,67.913414,-2.676355362,12.06380939,11.49798965,4.737272263,9.130805969,-6.466649532,-7.801897526,5.04829216,4.362212181,0.808741748,5.812511444
triste,-645.1596069,52.29237747,-8.568372726,1.360316753,-0.090502456,-11.66819572,0.532102585,-12.0153141,-12.34737968,-3.031487703,-3.124237537,-6.864365578,-3.484359264
triste,-723.7130737,67.2246933,17.92228127,18.49784279,9.793800354,13.58975983,7.002605915,-1.639938951,-0.716899991,1.205394626,3.763807774,-0.919454455,4.500657558
triste,-748.3826294,41.67888641,-9.606700897,11.92476749,-6.8336339,-2.269772768,-9.544797897,-17.10335541,-5.689905643,-4.28083849,-6.66989851,-5.111857414,-3.037490606
triste,-649.4250488,67.0479126,6.037404537,18.78370476,9.487034798,-3.452130079,5.101439953,-7.867047787,-8.149533272,-2.922766924,-0.845510721,-6.254056454,-1.354232311
triste,-654.0392456,50.43533325,-4.741444111,3.895280123,5.399778843,-6.44969511,-8.016533852,-10.09973812,-11.15177059,0.242992103,-4.72641325,-5.546452045,-0.491360396
triste,-694.9719238,61.44456863,-4.342655182,7.648777008,11.44342804,-0.543691874,-3.059406757,-5.329353333,-8.86564064,-5.937995911,-1.687453389,-4.534936428,-4.876575947
triste,-681.7387695,48.06134033,-1.477559209,5.015873909,-3.073643684,-7.022838116,-12.86049271,-8.372174263,-9.656142235,-5.806407452,-8.99187851,-4.02299881,-5.317530632
triste,-699.104248,65.49691772,-1.099550962,16.53191185,8.523047447,-0.467122853,0.173820898,-7.589048862,-10.30440331,-5.525469303,-1.745449662,-2.015856743,-1.752847672
triste,-668.7457886,55.41049957,-9.870232582,8.890352249,-5.384462833,-3.246626616,-4.714208603,-9.191695213,-6.531109333,-1.5827595,-5.251599312,-3.716143131,-5.497864723
triste,-658.1882935,73.13755798,1.863013148,9.963762283,8.041508675,-0.518042743,-9.756903648,-4.770102978,-1.448639512,-6.017495155,-1.426916122,-3.758455038,-3.44893527
triste,-583.7590332,30.8127327,-9.237397194,0.468077302,-7.296358585,-8.624814034,-4.980162144,-14.93953323,-8.910187721,-4.014369011,-4.783864498,-6.331864357,-8.21378231
triste,-752.4602051,75.41075134,8.608348846,22.10909271,10.7215519,2.347293377,1.052956343,-4.076200485,-0.354933232,6.634884357,1.823778629,2.598857164,-2.652098894
triste,-727.0621948,55.8156662,-10.3162508,15.54036617,4.362054825,-10.23283195,-12.88612652,-10.29419422,-2.289553404,0.434289485,-7.144543648,-4.911724567,-2.186459064
triste,-694.786377,80.92775726,7.776191235,17.32196045,14.97908497,-1.109913588,0.559131503,-9.924978256,-3.530226469,0.950060129,-3.302401066,-0.14873299,4.229737282
triste,-732.9714355,70.69063568,12.37075138,23.33700752,8.536956787,4.214550495,5.381937027,-4.337357044,1.669092774,-2.723184824,0.813835084,-2.669746637,1.857656837
triste,-822.6426392,56.34030151,10.15832043,18.47136879,12.46796513,8.534564972,-3.773965597,-6.487775326,0.062324166,0.671278179,0.012683843,1.159981012,1.968834758
triste,-599.1628418,63.42365265,2.784918308,8.738337517,5.118060112,-3.06575036,-4.774864674,-17.14815331,-3.263103485,3.280423164,-2.224714756,-5.148883343,0.972879529
triste,-709.4862061,63.88222504,25.09936905,25.17157936,14.94202614,8.699792862,6.966528416,4.283603191,-1.626585007,-0.225044787,6.690944672,2.749168396,0.78140074
triste,-614.2962646,63.11660004,-6.806927681,8.738794327,3.76444149,-6.547466278,-5.54571867,-16.58068848,-10.02429581,1.053057194,-7.759459496,-1.173285604,-7.933704853
triste,-725.8035278,72.58739471,11.85430908,14.32384491,11.66564655,4.856667042,-5.947850227,-5.322981834,-1.626229048,0.758180678,1.560474277,-4.075785637,3.611784458
triste,-699.0145264,45.16398239,4.403203487,7.278831959,-6.5218997,-5.016983986,-8.025427818,-8.163356781,-3.180086851,-7.199838638,-4.735804558,-5.528750896,-5.66605854
triste,-665.354248,69.1472702,4.779705524,18.41415405,17.7651329,1.55137229,9.010731697,0.432674289,0.081393585,5.753861427,2.152052402,7.288802147,3.011291027
triste,-667.4000854,59.64280701,3.031688929,10.73439503,-3.258639336,-9.224374771,-13.29210091,-9.636473656,-4.839901447,-2.574258327,-9.710680962,-4.04015398,0.121356621
triste,-594.5892944,67.66590118,0.586458921,11.00398731,11.48117447,4.864133835,8.608368874,-4.438406467,-5.465046883,4.616314411,2.459527969,0.683610439,6.848600388
triste,-662.4313354,49.88233185,-5.372610569,-1.077656984,-4.939733028,-8.052366257,0.215839744,-11.37919521,-12.61391354,-1.944105387,-3.946410418,-8.267239571,-3.577555895
triste,-746.2016602,69.81426239,17.72370338,19.79092789,10.56250477,15.26772118,4.12747097,-4.623530388,0.510915697,1.265797377,3.049765825,-1.619720697,0.966400623
triste,-838.71875,42.25891113,-2.245948553,12.44326687,-2.301682949,2.704615355,-8.481027603,-8.499539375,-6.846184254,-3.149120569,-4.022610664,-5.058008671,0.192529216
